Data Source	World Development Indicators			\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate, infant (per 1,000 live births)"	SP.DYN.IMRT.IN	29.3	28.1	27	26	25	24	23.2	22.5	21.9	21.3	20.6	19.7	18.7	17.7	16.7	15.7	14.9	14.1	13.5	12.9	12.3	11.7	11.2	10.7	10.2	9.8	9.5	9.2	8.9	8.6	8.4	8.1	7.7	7.3	6.8	6.3	5.9	5.5	5.2	5	4.8	4.6	4.4	4.3	4.2	4	4	3.9	3.8	3.7	3.6	3.6	3.5	3.4	3.3	3.3	3.3	3.3	3.4	3.4	3.4
Belgium	BEL	Refugee population by country or territory of origin	SM.POP.REFG.OR	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	5	5	9	14	15	20	11	21	40	41	95	63	53	58	66	80	88	91	76	76	66	44	52	50	34	33
Belgium	BEL	"Unemployment with intermediate education, male (% of male labor force with intermediate education)"	SL.UEM.INTM.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6.440000057	6.789999962	4.960000038	3.730000019	5.570000172	7.03000021	6.039999962	7.110000134	6.679999828	6.050000191	5.690000057	7.400000095	7.139999866	6.019999981	7.090000153	7.949999809	8.789999962	8.5	7.900000095	6.690000057	5.820000172	5.360000134	5.380000114
Belgium	BEL	"Part time employment, total (% of total employment)"	SL.TLF.PART.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	18.64999962	17.38999939	17.04999924	17.62000084	17.47999954	17.53000069	17.63999939	18.23999977	19.54999924	20.51000023	22.62999916	28.56999969	24.72999954	23.42000008	22.93000031	25.12999916	38	39.59999847	40.22000122	39.11000061	39.15999985	39.74000168	39.38000107	38.88000107	38.54999924	38.13999939	39.16999817	39.06000137	39.49000168	39.93999863	40.68000031	40.02999878	40.27000046	39.08000183	36.75	36.65000153	37.43999863	42.38999939
Belgium	BEL	"Labor force with basic education, female (% of female working-age population with basic education)"	SL.TLF.BASC.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	27.04000092	26.60000038	26.70000076	26.55999947	25.95000076	25.48999977	22.13999939	23.17000008	23.07999992	21.25	21.43000031	21.37999916	22.19000053	24.18000031	23.71999931	24.31999969	23.46999931	22.69000053	24.34000015	22.87000084	22.69000053	23.11000061	22.54999924	21.38999939	21.70999908	20.76000023	20.80999947	20.48999977	19.48999977
Belgium	BEL	"Children in employment, work only, male (% of male children in employment, ages 7-14)"	SL.TLF.0714.WK.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Child employment in services, male (% of male economically active children ages 7-14)"	SL.SRV.0714.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Children in employment, unpaid family workers, male (% of male children in employment, ages 7-14)"	SL.FAM.0714.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Self-employed, male (% of male employment) (modeled ILO estimate)"	SL.EMP.SELF.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	18.45000076	18.79999924	19.20999908	19.30999947	18.98999977	19.43000031	18.81999969	18.77000046	18.19000053	17.70999908	16.80999947	16.87999916	16.96999931	17.02000046	17.52000046	17.62000084	17.40999985	17	17.67000008	17.29000092	17.46999931	17.54999924	18.78000069	17.85000038	18.73999977	18.43000031	17.37999916	16.89999962	17.29999924	\N
Belgium	BEL	"Child employment in agriculture, female (% of female economically active children ages 7-14)"	SL.AGR.0714.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Multidimensional poverty headcount ratio, children (% of population ages 0-17)"	SI.POV.MDIM.17	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	23.2	22.9	22.6	21.5	22.3	22.7	21.1	21.5	22.4	22.2	\N
Belgium	BEL	Domestic private health expenditure per capita (current US$)	SH.XPD.PVTD.PC.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	471.156693	463.7399213	547.7961992	741.9730338	842.174501	872.6288749	914.0330986	1063.480098	1144.732315	1114.289189	1089.415981	1181.345744	1103.405279	1181.802639	1200.968664	1033.924384	1032.404254	1083.154046	1189.927403	1151.954353	\N
Belgium	BEL	Newborns protected against tetanus (%)	SH.VAC.TTNS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Tuberculosis treatment success rate (% of new cases)	SH.TBS.CURE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	66	64	69	73	60	58	61	68	45	78	78	80	77	79	81	79	82	79	82	81	\N
Belgium	BEL	People using safely managed sanitation services (% of population)	SH.STA.SMSS.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	73.8443161	73.84454522	73.84478576	73.84502393	74.72610712	75.60718557	76.48826649	77.3693425	78.25042552	79.13136904	80.01221709	80.89307217	81.77391689	82.65476737	83.53561715	84.41646718	85.29732015	86.1781663	87.05901486	87.93986502	88.82071008
Belgium	BEL	"Maternal mortality ratio (modeled estimate, per 100,000 live births)"	SH.STA.MMRT	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	8	8	7	7	7	7	7	7	7	6	6	6	6	6	6	5	5	5	\N	\N	\N
Belgium	BEL	Pregnant women receiving prenatal care (%)	SH.STA.ANVC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Incidence of malaria (per 1,000 population at risk)"	SH.MLR.INCD.P3	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Adults (ages 15-49) newly infected with HIV	SH.HIV.INCD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Mortality rate, under-5, male (per 1,000 live births)"	SH.DYN.MORT.MA	38	36.4	34.9	33.5	32.3	31.2	30.2	29.5	28.8	28.1	27.2	26.1	24.7	23.4	22.1	20.8	19.8	18.8	18	17.2	16.4	15.7	15	14.3	13.7	13.3	12.9	12.5	12.1	11.7	11.3	11	10.5	9.9	9.3	8.6	8	7.4	7	6.7	6.5	6.2	6	5.8	5.6	5.5	5.4	5.3	5.2	5.1	5	4.9	4.8	4.7	4.6	4.5	4.5	4.6	4.6	4.7	4.7
Belgium	BEL	Number of deaths ages 15-19 years	SH.DTH.1519	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	411	396	381	367	354	341	330	323	318	313	306	298	287	272	258	245	236	229	222	215	206	197	187	176	166	157	150	143	138	133	129
Belgium	BEL	Women who believe a husband is justified in beating his wife when she argues with him (%)	SG.VAW.ARGU.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Current education expenditure, total (% of total expenditure in public institutions)"	SE.XPD.CTOT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	97.20800018	\N	\N	95.88855743	96.2678833	96.2229538	96.38166809	\N	94.40838623	95.17556763	94.96034241	94.44008636	94.87132263	94.55084991	\N	\N
Belgium	BEL	"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)"	SE.TER.CUAT.DO.MA.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.715300024	0.70043999	0.80381	0.82972002	0.85680002	\N	0.785730004	\N
Belgium	BEL	Trained teachers in lower secondary education (% of total teachers)	SE.SEC.TCAQ.LO.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Pupil-teacher ratio, upper secondary"	SE.SEC.ENRL.UP.TC.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	9.57712	9.58262	9.5013	9.31475	9.16384	\N	\N	\N
Belgium	BEL	"Educational attainment, at least completed lower secondary, population 25+, female (%) (cumulative)"	SE.SEC.CUAT.LO.FE.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	30.26955986	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	73.99893188	\N	75.14681244	76.40841675	77.08583832	77.50483704	77.67395782	79.44149017	80.14611816	82.18701935	82.62143707	84.72241211	\N	87.21031952	\N
Belgium	BEL	Trained teachers in primary education (% of total teachers)	SE.PRM.TCAQ.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Net intake rate in grade 1 (% of official school-age population)	SE.PRM.NINT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)"	SE.PRM.CUAT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	94.48584747	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	92.4834671	\N	93.01065063	93.26413727	92.66365051	92.91851044	92.49423981	93.03237152	93.87283325	95.06906128	95.69924927	95.87033081	\N	96.74236298	\N
Belgium	BEL	"School enrollment, secondary (gross), gender parity index (GPI)"	SE.ENR.SECO.FM.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.977810025	0.973749995	0.979879975	0.981230021	0.99397999	0.995970011	1.014709949	1.020750046	1.020750046	1.030019999	1.035590053	1.029569983	1.039759994	1.024539948	1.026139975	1.015349984	1.012789965	1.010370016	1.011409998	1.015669942	1.015220046	1.014189959	1.066730022	1.068989992	1.082620025	1.079259992	\N	\N	1.080240011	1.106140018	1.114680052	1.122339964	1.103289962	1.09829998	1.119120002	1.127159953	1.133430004	1.146329999	1.150460005	1.139199972	1.136999965	1.139760017	1.136049986	1.133960009	1.136899948	1.119910002	1.120669961	1.123710036	1.128260016	\N
Belgium	BEL	Coverage of social insurance programs in poorest quintile (% of population)	per_si_allsi.cov_q1_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Coverage of unemployment benefits and ALMP in poorest quintile (% of population)	per_lm_alllm.cov_q1_tot	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N
Belgium	BEL	Taxes less subsidies on products (constant LCU)	NY.TAX.NIND.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	3425187000	3782119000	4365285000	5527132000	5879714000	16215135000	17019059000	17321105000	17845292000	18153880000	18797470000	18732793000	18469959000	18271801000	17988326000	18306204000	19175896000	21871668000	23203729000	24894951000	25417867000	25797670000	27298990000	28547109000	30297503000	29897500000	31400700000	32993600000	33906500000	35730000000	37443800000	36557600000	37414300000	37559800000	40188700000	40708400000	42093800000	43459300000	42426100000	41571100000	42692300000	42380500000	42517700000	42879100000	43184400000	43399800000	45162100000	46106500000	46910800000	47549000000	43358500000
Belgium	BEL	"GNI per capita, Atlas method (current US$)"	NY.GNP.PCAP.CD	\N	\N	1450	1530	1670	1800	1950	2100	2270	2510	2790	3080	3640	4690	6000	6910	7580	8220	9560	11730	13980	13190	11180	9430	8860	8820	10170	13090	17010	18030	19310	20580	23170	23410	25090	27070	28550	28450	26530	25980	25860	24430	24000	27030	32810	37730	39900	42700	46470	46840	46950	46400	47100	47880	47800	45540	43360	42470	46010	48010	45750
Belgium	BEL	"GDP per capita, PPP (constant 2017 international $)"	NY.GDP.PCAP.PP.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	35506.92651	36023.68428	36426.99315	35935.95739	36981.44895	37784.14989	38208.71867	39562.37298	40252.46891	41583.09739	43024.13991	43347.88921	43890.59811	44160.91143	45540.46691	46342.18661	47212.57777	48590.40054	48423.51548	47064.79002	47972.55884	48154.87115	48210.92466	48204.5857	48748.62059	49456.39858	49829.92739	50442.27054	51126.66695	51944.16703	48720.11189
Belgium	BEL	Mineral rents (% of GDP)	NY.GDP.MINR.RT.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.017806229	0.000485556	0	0.000220538	0.002844357	0	0.003392622	0.001557567	0	0	0	0	5.17541E-05	2.29605E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N
Belgium	BEL	"Adjusted net savings, including particulate emission damage (% of GNI)"	NY.ADJ.SVNG.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	14.00810058	13.33028588	14.60833672	14.53941238	14.73590267	15.68155403	13.80965105	11.03689585	11.37901757	9.616229173	10.57609403	9.992398965	10.61917971	11.29726669	11.26221103	11.60935277	11.25735666	11.5997042	\N
Belgium	BEL	Adjusted savings: mineral depletion (% of GNI)	NY.ADJ.DMIN.GN.ZS	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.007640455	0.00020839	0	9.47135E-05	0.001221968	0	0.000495134	0.000226202	0	0	0	0	7.85636E-06	3.61488E-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	\N
Belgium	BEL	"Services, value added per worker (constant 2015 US$)"	NV.SRV.EMPL.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	82549.09677	82366.72596	83674.53846	84047.11511	82887.22375	81983.58481	84228.57332	86611.69113	86812.54955	87742.72786	87514.02122	89432.9135	89549.68832	89662.29241	87660.59121	87932.78135	88864.43815	88112.97266	88748.75475	88990.77948	90332.45411	90870.14003	90363.08379	90668.65096	90392.33216	\N
Belgium	BEL	"Manufacturing, value added (constant 2015 US$)"	NV.IND.MANF.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	43833646291	45082566391	47912017556	49354026182	49716358298	52530171623	52902818060	53124187789	53018050098	55716853198	57191801106	55864359079	59407938343	57422930623	52419043131	55614375427	55686242954	54810412919	55378144203	57104184831	58662201842	57697646464	58583125380	58511368760	60622699186	58387264187
Belgium	BEL	External balance on goods and services (current LCU)	NE.RSB.GNFS.CN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	723369000	707496000	1242383000	885602000	278989000	184621000	199409000	-488006000	-623900000	-1460897000	-2593483000	-2018777000	-1792766000	437262000	709138000	1309995000	2975928000	2511473000	3540425000	3523535000	2992906000	3330819000	4768915000	6172376000	7347633000	8104200000	6797200000	8704600000	8466500000	9586000000	7344300000	9640500000	15240700000	15065200000	14526800000	12515000000	13144200000	14209200000	2366500000	7837100000	6182300000	-372200000	243100000	3134600000	3299800000	5908900000	5136100000	4624000000	-1110700000	3133400000	6424500000
Belgium	BEL	Changes in inventories (current US$)	NE.GDI.STKB.CD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1544045180	1471186580	807647328.4	2197907266	4164056545	-610840188.7	961483803.6	1493634215	1285081337	3552410567	4264955166	1767109952	2265181882	-562373964.5	2422995672	-307478089.5	-1187738848	837426256.1	1837120132	1349436937	-68290680.83	497887773.2	851775407.8	1556788713	5429394743	1610153257	1245472313	1127198917	1468881974	1348817388	3013727658	576107382.6	131093544.1	1493340858	4441643904	5888322348	6710701292	6162469203	9370001465	-2942067241	4827262258	7821726430	3612389971	1331192694	1766280629	3071116817	4635881804	5907499701	9648408283	4341993834	1221807178
Belgium	BEL	Gross national expenditure (constant LCU)	NE.DAB.TOTL.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	1.58913E+11	1.64458E+11	1.72075E+11	1.86244E+11	1.94664E+11	1.91807E+11	2.0211E+11	2.06494E+11	2.13308E+11	2.20857E+11	2.27243E+11	2.20633E+11	2.20314E+11	2.16416E+11	2.21132E+11	2.25091E+11	2.31392E+11	2.3877E+11	2.50614E+11	2.61297E+11	2.69842E+11	2.74516E+11	2.79456E+11	2.76952E+11	2.837E+11	2.89581E+11	2.9405E+11	3.02025E+11	3.09513E+11	3.17354E+11	3.28938E+11	3.30251E+11	3.30504E+11	3.33504E+11	3.44614E+11	3.53734E+11	3.60708E+11	3.73692E+11	3.80911E+11	3.75331E+11	3.83503E+11	3.92456E+11	3.94832E+11	3.94926E+11	4.02046E+11	4.10793E+11	4.19682E+11	4.25447E+11	4.35981E+11	4.44132E+11	4.1721E+11
Belgium	BEL	Households and NPISHs Final consumption expenditure (constant LCU)	NE.CON.PRVT.KN	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	82448464000	86504321000	91624815000	99092197000	1.01871E+11	1.02743E+11	1.07966E+11	1.10807E+11	1.13573E+11	1.19401E+11	1.18431E+11	1.18926E+11	1.21826E+11	1.21643E+11	1.22092E+11	1.25399E+11	1.28808E+11	1.31043E+11	1.35391E+11	1.3987E+11	1.4431E+11	1.48669E+11	1.51505E+11	1.50826E+11	1.54438E+11	1.56872E+11	1.59952E+11	1.62405E+11	1.67503E+11	1.71041E+11	1.75859E+11	1.77518E+11	1.78604E+11	1.79886E+11	1.818E+11	1.84426E+11	1.87699E+11	1.91626E+11	1.94261E+11	1.95397E+11	2.01276E+11	2.03018E+11	2.05997E+11	2.09436E+11	2.10592E+11	2.1393E+11	2.17289E+11	2.21401E+11	2.257E+11	2.29775E+11	2.10852E+11
Belgium	BEL	Military expenditure (current USD)	MS.MIL.XPND.CD	383220247.4	391218827.4	422220787.9	444601321.5	497059226.9	500722082.8	563377895.4	607918707.2	646381114.5	675078864.4	747755088.9	828721558.4	1026588091	1296519775	1482318436	1927662478	2109619988	2496513862	3166647025	3631580468	3958575327	3385176171	2891774968	2671831608	2407447484	2428223977	3404311038	4162992929	4097149308	3880733006	4644324241	4624500746	4131298112	3746042851	3944101813	4449014835	4241865968	3684095389	3664288413	3598447520	3190805233	3036035472	3147146017	3875697772	4262663513	4228224643	4307895341	5163979974	6295821584	5620670063	5244720513	5499370964	5168997834	5263164883	5191507315	4202062770	4255489555	4432808396	4840126058	4761195701	5461187735
Belgium	BEL	Fixed broadband subscriptions (per 100 people)	IT.NET.BBND.P2	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	0.106707834	0.224277339	1.402592269	4.457894689	7.867120571	11.92939997	15.45730835	19.06329508	23.08574576	25.51629473	27.67016385	29.03572211	30.83667139	32.17547029	33.3052753	34.32772916	35.74653262	36.50842403	37.60922178	38.34561848	39.21686286	39.78313988	40.84869715
Belgium	BEL	General government final consumption expenditure (constant 2015 US$)	NE.CON.GOVT.KD	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	45233437181	47735837862	50546932864	53245591784	55060938905	57541047344	59660420723	61017129913	64702876012	66308108213	67592230092	69712078152	69239868571	69673010165	69829281002	71862500964	72796727801	74745017648	74228645028	75111914683	74821454530	77547701487	78712938061	78577050763	79669247527	80870155017	82097781034	83096384761	84534289840	86550018710	88595914196	90478000520	93456399354	95201072303	97489631601	97844643877	98573078937	1.00471E+11	1.03586E+11	1.05221E+11	1.05612E+11	1.06126E+11	1.07383E+11	1.07532E+11	1.08833E+11	1.09137E+11	1.09645E+11	1.09841E+11	1.11317E+11	1.13262E+11	1.13489E+11
Belgium	BEL	Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high)	LP.LPI.INFR.XQ	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	4	\N	\N	4.01	\N	4.12	\N	4.098801	\N	4.053557	\N	3.98	\N	\N
Belgium	BEL	"Railways, passengers carried (million passenger-km)"	IS.RRS.PASG.KM	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	\N	6757	6788	6980	7097	7354	7755	8036	8260	8265	8676	9150	9607	9932	10406	10427	10403	11003	\N	10595	10974	10333	10025	10167	\N	\N	\N
